Formatted_Date,Vsw,Vsw-12h,Vsw-24h,Vsw-36h,Nsw,Nsw-12h,Nsw-24h,Nsw-36h,by,by-12h,by-24h,by-36h,bz,bz-12h,bz-24h,bz-36h,Kp,Kp-12h,Kp-24h,Kp-36h,131keV,131keV-12h,131keV-24h,131keV-36h,272keV,272keV-12h,272keV-24h,272keV-36h,380keV,380keV-12h,380keV-24h,380keV-36h,906keV,906keV-12h,906keV-24h,906keV-36h,2MeV,2MeV-12h,2MeV-24h,2MeV-36h,mlt,131keV-next,272keV-next,380keV-next,906keV-next,2MeV-next
2024-04-14-10-30,353.5,346.1833333333329,345.99166666666656,341.14444444444445,1.28,1.429166666666675,3.618333333333328,5.7838888888888835,1.39,-0.13166666666666524,-1.1500000000000017,-0.9833333333333348,-1.33,0.1983333333333338,0.8320833333333333,0.34472222222222204,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.211421544263381,6.250956784943446,6.174915044313632,6.1477662881504,6.038160513197538,6.022388801689505,5.942664038252106,5.866720316965264,4.536761370902608,4.525611447723046,4.462434635917407,4.387479766311845,4.086364023837464,4.080446457747495,4.020319804989449,3.875729464878277,0.15290598112678233,0.44418820687651195,0.43985521218929724,0.4773769473627547,5.38,6.22837198392371,6.424176375142235,4.964809981889721,4.855165980716866,0.006200180812252265
2024-04-14-10-35,355.3,347.1249999999996,346.6041666666665,341.76666666666665,1.41,1.3816666666666748,3.6108333333333267,5.787777777777772,2.35,0.1458333333333348,-0.9729166666666684,-1.0397222222222235,-1.21,0.060833333333333815,0.7308333333333333,0.3930555555555553,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.21441899457275,6.244869615046765,6.181808317646869,6.150030049426352,6.045420357667625,6.024646287776494,5.959634539224034,5.869787873936555,4.533273934747702,4.529059103045764,4.474481851937084,4.393243466676704,4.137743724593453,4.089058056500723,4.025521142410978,3.8932339267491907,0.34748887753555957,0.4379610278733662,0.44493146007080775,0.47248658804873545,5.46,6.228212357481302,6.460658118859641,4.976539459195917,4.813004072701494,-0.0032669328492571648
2024-04-14-10-40,357.3,348.2333333333329,347.29999999999984,343.42777777777775,1.73,1.3608333333333416,3.616666666666661,3.0113888888888836,2.25,0.4150000000000015,-0.8000000000000017,-1.0983333333333347,-1.58,-0.10749999999999953,0.6141666666666666,0.4302777777777776,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.212732190597411,6.2370433423923295,6.189756283704906,6.1521451567878085,6.014716935403596,6.024160715294198,5.973395086018219,5.875587905923579,4.5164080096743895,4.528435196784338,4.482579594682211,4.399610046986053,4.141593232972583,4.0901560670517965,4.034429823715057,3.907992040102421,0.37171424668215547,0.40412083012404987,0.44630043375068706,0.4699862986712896,5.54,6.1997954801856565,6.47473777235636,4.955782812606428,4.859652916144996,0.033010846673435346
2024-04-14-10-45,353.5,349.02499999999964,347.83749999999986,344.0027777777778,1.59,1.3283333333333414,3.616666666666661,3.0088888888888836,0.89,0.5708333333333347,-0.6837500000000017,-1.1300000000000014,-2.52,-0.35416666666666624,0.4583333333333333,0.4038888888888887,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.19577928181001,6.226922057405533,6.19809498028096,6.152721835100586,6.034825914553564,6.0255741978720545,5.985592490888932,5.8840172925496095,4.595951769741293,4.530859079706143,4.4934543792301485,4.409632222839569,4.2724834200520005,4.107873457092133,4.0517942123692094,3.9313925294409904,0.26687213553210865,0.39679184726392025,0.4389203110895201,0.46460716043519057,5.62,6.227262045313575,6.476983169171926,4.925658667054802,4.83673679243504,0.060905860357530095
2024-04-14-10-50,350.0,349.27499999999964,348.27499999999986,344.4805555555557,1.03,1.2258333333333415,3.5924999999999936,2.9908333333333275,-4.02,0.2875000000000015,-0.7387500000000018,-1.2569444444444455,-3.16,-0.6716666666666663,0.2516666666666666,0.3030555555555553,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.185711862089688,6.216605998769992,6.20671797204969,6.152533672158553,6.072989589520447,6.025581115400241,5.99814799475299,5.892674309417654,4.655574286613975,4.53752899507111,4.505654943783644,4.419679183090715,4.216596574736407,4.112994786208007,4.061681467914261,3.952736079802585,0.20851507776732814,0.38404160377842755,0.43597928429306976,0.46467974344274854,5.71,6.268786709176533,6.491449741791203,4.9359019773785064,4.812308590843564,0.30693000069540566
2024-04-14-10-55,350.0,349.01666666666625,348.71249999999986,344.90833333333336,1.03,1.2383333333333415,3.5683333333333285,2.972222222222216,-4.02,-0.029999999999998483,-0.7937500000000018,-1.3066666666666678,-3.16,-0.9374999999999996,0.04499999999999992,0.24666666666666645,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.196095580097186,6.20961551938084,6.214104277368026,6.153025031186701,6.0517721902434785,6.023251861489067,6.005457719676743,5.899541029746109,4.620258886566887,4.543499029726198,4.516856197627451,4.428166612906775,4.318859247771322,4.13685863657789,4.0767175637739985,3.9729971965835507,0.30416280524800654,0.39543954927489167,0.4047930684735265,0.4438889328963864,5.79,6.307431606267819,6.4583605731583,4.961464671524422,4.873713318384105,0.008532735204157316
2024-04-14-11-00,349.7,349.4166666666664,349.1374999999999,345.4666666666667,1.66,1.2841666666666751,3.570416666666661,2.9774999999999934,-3.03,-0.3716666666666651,-0.8908333333333353,-1.3072222222222234,-0.15,-1.0041666666666662,-0.10166666666666677,0.30277777777777753,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.185384409890405,6.204960210313919,6.219161595130393,6.1543405129826425,6.105398849929573,6.027450096273306,6.014579923735462,5.9098107120239725,4.644174453421907,4.5538000518433766,4.526854582267539,4.440086934114128,4.477237653639637,4.1678573575467475,4.09796102445534,3.99719130571774,0.14368809418152217,0.36029587203674684,0.38125572363220184,0.44180801705602135,5.87,6.3351332704387335,6.453731630584002,4.996077682757558,4.9031127809179935,-0.008556692356251672
2024-04-14-11-05,349.7,349.8166666666663,347.93749999999983,345.90000000000015,1.66,1.330000000000008,1.5370833333333271,2.9669444444444384,-3.03,-0.5924999999999984,-0.8675000000000019,-1.3333333333333346,-0.15,-1.0666666666666662,-0.12500000000000008,0.2958333333333331,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.202577191201206,6.202421847569985,6.224051903848752,6.157089870543716,6.21033503811306,6.042715503583524,6.027236879660108,5.925924758217029,4.729861840664275,4.569840534691353,4.539149091853433,4.4554827299051425,4.310682414918936,4.193139192786258,4.112299342425764,4.022040864802925,0.16387181010793772,0.34373517417441857,0.36694137546539807,0.41712023442243507,5.95,6.3795941886118435,6.490665161211974,5.020532430837116,4.9095235892665405,0.051419881731834316
2024-04-14-11-10,356.8,350.808333333333,348.3208333333332,346.5305555555556,1.19,1.3366666666666749,1.5079166666666604,2.9433333333333267,-3.07,-0.8166666666666651,-0.8750000000000019,-1.3605555555555569,1.38,-1.0016666666666665,-0.1462500000000001,0.3313888888888886,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.196655549799422,6.200600107237548,6.227754001869528,6.1621383253342294,6.259172941682397,6.065670192937338,6.040966125154351,5.944062951294023,4.741620152490491,4.592547337030658,4.55145871011878,4.470598470996052,4.451052024656328,4.225836620959707,4.134355027321412,4.043353800770645,0.11591024909646919,0.32946497125919727,0.3515731679657368,0.3911001862051968,6.04,6.40230059026155,6.521980475034004,5.000692104095018,4.93609904138225,0.0948479351039937
2024-04-14-11-15,356.8,352.058333333333,348.7041666666664,347.02222222222224,1.19,1.3450000000000084,1.4787499999999936,2.9086111111111053,-3.07,-1.0941666666666652,-0.8825000000000021,-1.390277777777779,1.38,-0.8516666666666661,-0.1675000000000001,0.3613888888888887,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.183616284117738,6.198854141877961,6.229479559571818,6.167431355618779,6.256180737431762,6.090934093486427,6.05387294386102,5.964315588249641,4.734319944761663,4.611381974642111,4.563628878978793,4.487482137479856,4.547640272307454,4.266242210105677,4.157931170289215,4.072841280491825,0.22289652868504373,0.3346671925657605,0.3467998813255011,0.3884251926830431,6.12,6.4195955399338605,6.5587035622585095,5.006354017084803,4.967854292282064,0.016272301229587782
2024-04-14-11-20,356.8,353.308333333333,349.0874999999997,347.5277777777777,1.19,1.3533333333333415,1.4495833333333268,2.8861111111111044,-3.07,-1.371666666666665,-0.8900000000000019,-1.389166666666668,1.38,-0.7016666666666661,-0.18875000000000008,0.3738888888888886,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.17544472923216,6.197111617768506,6.228904125886141,6.1734343283306075,6.26505977027144,6.112216908448267,6.066535701160967,5.983075999186557,4.707994091365566,4.628898335320894,4.574867261047198,4.501678703038792,4.439567975372389,4.294365114891113,4.177916408507576,4.091110631082089,0.21734848558626507,0.29733385637218523,0.3441781058512088,0.3827557562342849,6.2,6.4191945338786205,6.563073267967108,5.001329826218231,4.9488474244376155,-0.04519557722849199
2024-04-14-11-25,358.1,353.95833333333303,349.67499999999967,348.20833333333326,1.17,1.3441666666666752,1.4158333333333268,2.8655555555555488,-2.64,-1.5891666666666648,-0.9591666666666686,-1.3763888888888902,1.03,-0.674166666666666,-0.16416666666666674,0.37694444444444414,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.184566871053635,6.195367040727085,6.226442418641408,6.177632699366473,6.190658131683262,6.128724247474811,6.074205140555453,5.994932586035023,4.722473035596751,4.644889314712293,4.58301036130841,4.513526184293857,4.529250254303019,4.327422568263414,4.200094055439829,4.111275442488116,0.052244389101517186,0.21396822338755794,0.3311634903086067,0.3746354058918113,6.28,6.4256791026532944,6.577260449756477,5.031704871896798,4.975536016734327,-0.0381280635713066
2024-04-14-11-30,350.1,353.67499999999967,349.9291666666664,348.5527777777777,1.25,1.341666666666675,1.3854166666666603,2.859444444444438,-3.66,-2.0099999999999985,-1.0708333333333353,-1.4366666666666683,0.1,-0.5549999999999994,-0.17833333333333345,0.369722222222222,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.213881215322207,6.195572013315321,6.223264399129382,6.181800700647528,6.195580212913658,6.141842555784488,6.082115678736999,6.009056877429563,4.786789132497476,4.665724961511865,4.595668204617454,4.53019807778223,4.578769513584609,4.368456359075678,4.2244514084115865,4.13636532301819,0.019197963504606008,0.20282588858570993,0.32350704773111105,0.3608454376547676,6.37,6.428863047614998,6.568442821187721,5.041260229495501,4.994450486793018,0.033819744901604
2024-04-14-11-35,350.1,353.2416666666664,350.1833333333331,348.81666666666666,1.25,1.3283333333333418,1.354999999999994,2.849999999999993,-3.66,-2.510833333333332,-1.182500000000002,-1.485555555555557,0.1,-0.4458333333333328,-0.1925000000000001,0.3386111111111108,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.255738941043406,6.1990153421878755,6.221942478617322,6.18754399249387,6.275772774739282,6.1610385905404605,6.092842439158479,6.0267692229961725,4.814743538269294,4.68918076180533,4.609119932425546,4.546048155226503,4.552430387982322,4.403013581024749,4.246035818762737,4.151351955282233,0.09125458765162864,0.1814730310953825,0.3097170294843745,0.35711198374566555,6.45,6.416774024886092,6.540833574648425,5.043927286938211,4.970409073928167,0.04193158966591004
2024-04-14-11-40,353.7,352.94166666666644,350.58749999999986,349.1805555555555,1.23,1.286666666666675,1.3237499999999938,2.8399999999999936,-3.9,-3.023333333333332,-1.3041666666666685,-1.5411111111111129,-1.49,-0.4383333333333328,-0.2729166666666668,0.26333333333333303,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.261880407689425,6.2031110269455425,6.220077184668936,6.194207864785119,6.32058671695045,6.186527739002697,6.105344227148449,6.044439303679709,4.820454171564297,4.714517941962822,4.62147656937358,4.559892377109085,4.5831349471506915,4.4398087238729245,4.264982395462362,4.169556123767679,0.053064353313126755,0.15491887331463028,0.27951985171934,0.3491732469386677,6.53,6.4060886934089005,6.5426754306413715,5.025966079996754,5.031353481402817,-0.07095222274442325
2024-04-14-11-45,357.7,353.2916666666664,351.1583333333332,349.6555555555555,1.23,1.256666666666675,1.2924999999999938,2.8299999999999934,-3.58,-3.395833333333332,-1.412500000000002,-1.5877777777777793,-2.18,-0.4099999999999995,-0.3820833333333335,0.16888888888888856,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.24963382497106,6.207598905542298,6.2172604814739145,6.2012629553680725,6.301459882338647,6.20874723631812,6.117160717095089,6.059977406031991,4.764831633140043,4.728591263912718,4.62972517180943,4.571833340791009,4.62243785222617,4.468971593220772,4.288422525156452,4.190853339319729,0.1002855216755334,0.14103665549324917,0.2689142513785845,0.3396257592240959,6.61,6.3926181928855375,6.556416818359137,5.018048350239041,5.015752761511649,-0.03982285580898548
2024-04-14-11-50,352.2,353.4749999999997,351.37499999999983,350.00833333333327,1.43,1.2900000000000085,1.2579166666666606,2.8249999999999935,-3.16,-3.3241666666666654,-1.5183333333333353,-1.6005555555555568,-1.8,-0.2966666666666662,-0.4841666666666669,0.06888888888888857,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.306549564820797,6.2176687141032225,6.217137356436604,6.21036821940087,6.299315007510114,6.22760768781726,6.1265944016087515,6.074634559107743,4.813262556545735,4.741731953073698,4.639630474072403,4.584347280213666,4.630918919043104,4.503498455246329,4.308246620727168,4.208953797024951,0.07300711651520198,0.12974432538890524,0.2568929645836664,0.33390096465834773,6.7,6.400072333881244,6.581470004215723,5.049829245001055,4.98494094329446,-0.07154834007474165
2024-04-14-11-55,350.9,353.54999999999967,351.2833333333332,350.325,1.87,1.3600000000000083,1.2991666666666606,2.832222222222216,-0.63,-3.0416666666666656,-1.5358333333333354,-1.543055555555557,-4.02,-0.3683333333333328,-0.6529166666666668,-0.09277777777777807,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.347707989730933,6.230303081572702,6.21995930047677,6.219503878769585,6.289753818855488,6.247439490201594,6.135345675845334,6.086118309851689,4.84977954109514,4.760858674284386,4.652178852005291,4.598190356513099,4.643126912574313,4.53052076064658,4.333689698612235,4.227985296064858,-0.012490539125430855,0.1033565466911186,0.24939804798300536,0.3043142278793902,6.78,6.414724908754319,6.571989626461983,5.042996932290263,5.01820804354468,-0.02259592225222895
