Formatted_Date,Vsw,Vsw-12h,Vsw-24h,Vsw-36h,Nsw,Nsw-12h,Nsw-24h,Nsw-36h,by,by-12h,by-24h,by-36h,bz,bz-12h,bz-24h,bz-36h,Kp,Kp-12h,Kp-24h,Kp-36h,131keV,131keV-12h,131keV-24h,131keV-36h,272keV,272keV-12h,272keV-24h,272keV-36h,380keV,380keV-12h,380keV-24h,380keV-36h,906keV,906keV-12h,906keV-24h,906keV-36h,2MeV,2MeV-12h,2MeV-24h,2MeV-36h,mlt,131keV-next,272keV-next,380keV-next,906keV-next,2MeV-next
2024-04-14-07-30,332.9,328.1583333333332,330.82916666666665,331.43225806451613,1.27,2.010833333333334,1.375416666666667,1.2319354838709682,4.38,3.963333333333335,3.396666666666665,3.2687096774193534,-2.95,-0.8916666666666667,1.1041666666666667,1.5548387096774197,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.182357973960375,6.242588871680253,6.229229550894967,6.227646526386744,5.8237037925130135,5.81518531350836,5.807824071189035,5.815576846879445,4.395359389917572,4.315851055724117,4.3052547119032045,4.314605826565889,3.6472114293741305,3.566535172286728,3.5532462304036176,3.563842808960495,0.34905514173032914,0.6487152895093096,0.747132113615486,0.6988089534373667,2.44,6.290153683610807,6.005727296556569,4.4830008930803915,3.994193042262432,0.20295258536450134
2024-04-14-07-35,332.9,328.1083333333331,330.80416666666656,331.4781249999998,1.27,2.055000000000001,1.3975000000000002,1.2331250000000002,4.38,4.092500000000002,3.4612499999999984,3.3034374999999985,-2.95,-1.3958333333333337,0.8520833333333334,1.4140625000000002,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.132923588638439,6.234476024952395,6.226470821633827,6.224686434582109,5.934988306701175,5.829316600822706,5.811446873522833,5.819308454998874,4.3257807216128095,4.321392973942241,4.305408457586427,4.314955042036106,3.507583097240512,3.5665677861382177,3.549793971715533,3.562084692969246,0.5235418128402558,0.6046244418362436,0.752692128670123,0.6933318552937069,2.52,6.287465033332909,6.01833052462376,4.4919020708750725,4.034404539554725,0.4222150255733099
2024-04-14-07-40,297.5,325.24999999999983,329.30416666666656,330.4484848484848,101.68,10.295000000000002,5.6033333333333335,4.276969696969697,4.36,4.084166666666668,3.5249999999999986,3.3354545454545437,-2.92,-1.7383333333333335,0.6012500000000001,1.282727272727273,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.136588325584979,6.226668572970079,6.223914504654008,6.222016794915529,5.805915783870729,5.832691844567846,5.809836647414517,5.81890261647984,4.287211118537835,4.323720758570784,4.30347473349542,4.3141143170816125,3.610301152256338,3.575160237907693,3.5520178946447842,3.5635457977961273,0.46172466427020376,0.5553821651156735,0.747097736267114,0.6863134555657221,2.6,6.306647462450647,6.020543805191157,4.523894884811516,4.128417106359685,0.7777966196739521
2024-04-14-07-45,332.8,325.1083333333331,329.2749999999998,330.51764705882346,1.68,10.238333333333337,5.642500000000001,4.200588235294118,2.03,3.8550000000000018,3.4916666666666654,3.2970588235294103,-1.57,-1.866666666666667,0.4066666666666667,1.1988235294117648,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.175018862549999,6.222063665734847,6.223385885319901,6.2206345027871315,5.731367996016383,5.829854772658458,5.804858320671274,5.816328068819148,4.235153439014707,4.321710403239067,4.299008560962439,4.311791938314939,3.430065803863477,3.568733077311096,3.54609285400765,3.5596199156216377,0.4605211120316687,0.5060395923752253,0.7478227344805785,0.6796725042853088,2.68,6.317234701651557,6.017864123619267,4.56686517467962,4.0598747395679675,0.35481992985366384
2024-04-14-07-50,332.8,325.5499999999998,329.2458333333332,330.58285714285705,1.68,10.143333333333336,5.681666666666668,4.128571428571429,0.55,3.563333333333335,3.396666666666665,3.218571428571427,0.47,-1.7891666666666668,0.2970833333333334,1.1780000000000002,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.192485728002875,6.218914330620688,6.22324712606048,6.219830252079008,5.76133698227091,5.829515116270282,5.800868407276868,5.814756894917771,4.293883717572722,4.324594237787183,4.296599121501175,4.311280274865162,3.4482287617190064,3.5638194965357943,3.5411369772060146,3.5564373112244194,0.20590208949524458,0.4354787677567421,0.7125423221713368,0.6661362067198784,2.76,6.309504565716217,6.072906579182214,4.575535302234374,4.155140625345936,0.36151799959323916
2024-04-14-07-55,334.6,326.1416666666665,329.2916666666665,330.6944444444444,1.7,10.050000000000004,5.721666666666668,4.061111111111112,-2.23,3.0400000000000023,3.185833333333332,3.0672222222222207,-1.13,-1.845,0.12083333333333345,1.1138888888888892,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.178406655083872,6.212259287508287,6.222434744401355,6.218679596606922,5.80457025841917,5.830407147127369,5.799095545911745,5.814473932792809,4.314711413188759,4.327699384960875,4.294245708315977,4.311375584263039,3.5894590436565785,3.5745572920236706,3.538933418472295,3.557354581569758,1.0526319849170451,0.49164597152043155,0.744055376336894,0.6768722005586888,2.85,6.279981332766978,6.079723237177534,4.548618470705824,4.032493043332716,0.16738745929043808
2024-04-14-08-00,329.6,326.6333333333332,329.1291666666665,330.586111111111,1.47,9.992500000000003,5.752083333333332,4.081388888888889,-3.01,2.506666666666669,2.9424999999999986,2.9049999999999985,-2.17,-1.955,-0.0987499999999999,0.9675,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.138027065236532,6.201880215564996,6.218590965895679,6.215700795185315,5.735690287926447,5.824117195477887,5.7978571054533035,5.811242287067035,4.215042889957191,4.318501020993298,4.292402591106056,4.306909929474101,3.6062497248088077,3.5643707391729915,3.5430608348800527,3.556804001282245,0.21860106443466099,0.4613232833927967,0.7093040879834611,0.6537046749897335,2.93,6.2412481186934805,6.055020032518729,4.52056218801577,4.1052530020133595,0.5654122210392616
2024-04-14-08-05,334.1,327.48333333333323,329.15416666666647,330.60277777777765,2.04,10.005000000000004,5.806249999999999,4.1175,-2.09,1.9575000000000025,2.7374999999999985,2.768333333333332,0.1,-1.7408333333333337,-0.2237499999999999,0.8841666666666667,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.103600319002494,6.188229200566678,6.2133127396302505,6.2118860559116555,5.630229375163005,5.806960851968172,5.792224460296386,5.805737834026535,4.1756131921877815,4.301072822578551,4.288916569822409,4.302240194505564,3.416098287852269,3.5571006590647647,3.5392652747479545,3.5526046676731378,1.0526319849170451,0.5082446845559475,0.7093040879834611,0.6693636927529416,3.01,6.2330375441283845,6.027150150390442,4.537376046488558,4.007300392044803,0.36260018445587705
2024-04-14-08-10,334.1,328.3333333333332,329.17916666666656,330.6194444444444,2.04,10.017500000000004,5.860416666666665,4.15361111111111,-2.09,1.4083333333333357,2.5324999999999984,2.631666666666665,0.1,-1.5266666666666666,-0.3487499999999999,0.8008333333333333,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.014911177341009,6.167381409493926,6.204339132462261,6.205905475437101,5.60619799091059,5.786783732981269,5.7855905074622855,5.79876680150832,4.197453473217774,4.290569212236132,4.286340560248345,4.298960686615323,3.68378632981843,3.5674076855681847,3.546623383031113,3.555001855542451,1.0526319849170451,0.5576440241950811,0.7093040879834611,0.6891664842369293,3.09,6.218516433788663,5.9837166694366415,4.4691385244188355,4.05868288657493,0.287152684079127
2024-04-14-08-15,339.1,329.0999999999998,329.4124999999999,330.7749999999998,2.44,10.075833333333339,5.931249999999998,4.200833333333332,-2.0,1.0216666666666692,2.3312499999999985,2.4974999999999983,0.3,-1.38,-0.4654166666666665,0.7230555555555555,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,5.993067193873932,6.144477162772818,6.194455359316475,6.199581253745622,5.527085807029529,5.761454009358246,5.775660213633139,5.790453683601421,4.1265079513446565,4.275389831523578,4.280808487262901,4.293852421098833,3.486091002345008,3.557296660374182,3.545744186002878,3.5513867911661032,0.3191962954825809,0.5336084320035787,0.6787442675903583,0.6790404439894748,3.17,6.2045678684328,5.95301393084269,4.508304293424219,4.0627732025558245,0.16046987300628546
2024-04-14-08-20,338.6,330.2833333333332,329.62499999999994,330.91666666666663,2.0,10.09083333333334,5.983749999999998,4.235833333333332,-3.11,0.4300000000000022,2.0837499999999984,2.3324999999999982,0.93,-1.1424999999999998,-0.5558333333333332,0.6627777777777777,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,5.959337711606343,6.1202488481823,6.183166191076209,6.192480326484326,5.589684976542458,5.740153514854171,5.7683382185336995,5.782722264144646,4.196917731243944,4.261392458824979,4.278210155106593,4.289172529797562,3.781871354122875,3.5683565762602916,3.557189170298721,3.556898946275438,0.4214481977415555,0.5261232122218301,0.652444943124713,0.6776543862107971,3.25,6.196355018545606,6.009665990729358,4.497797763220166,4.1020931179471525,0.6653485199091668
2024-04-14-08-25,333.6,331.0499999999998,329.62916666666666,330.91944444444437,1.91,10.09833333333334,6.032499999999996,4.268333333333332,-3.1,-0.16083333333333116,1.836666666666665,2.1677777777777765,0.92,-0.9058333333333332,-0.6466666666666665,0.6022222222222221,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.033425513762438,6.103345842886943,6.174964014592444,6.187806881170582,5.763821005138463,5.726216046875156,5.768271891292426,5.781146600365714,4.29596371041436,4.254966562350844,4.279738738749052,4.287274708110113,3.803317043686037,3.584188585895288,3.569527724993029,3.5625350634253463,0.3445770014305676,0.5385386111840168,0.6229426521461099,0.6802436668473002,3.34,6.205501795550701,5.9925700633647345,4.53058128289998,4.132560813835399,1.0526319849170451
2024-04-14-08-30,337.7,331.4499999999999,329.8041666666666,331.0361111111111,1.47,10.115000000000009,6.062916666666663,4.288611111111108,-1.49,-0.6499999999999978,1.6566666666666652,2.0477777777777764,0.36,-0.63,-0.7608333333333333,0.5261111111111111,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.063833169204244,6.093468775823931,6.168028823752088,6.1839759592046235,5.687105722710202,5.714832874391588,5.765009093949975,5.776827005589886,4.186600966916077,4.237570027100719,4.276710541412418,4.282693150302375,3.675533814501957,3.5865487846559407,3.576541978471335,3.564347081821057,0.5156368200381753,0.5524204177096705,0.6005678536094903,0.682228214980214,3.42,6.211421544263381,6.038160513197538,4.536761370902608,4.086364023837464,0.15290598112678233
2024-04-14-08-35,340.6,332.09166666666647,330.1,331.23333333333335,1.59,10.141666666666676,6.098333333333329,4.31222222222222,-1.9,-1.1733333333333311,1.4595833333333317,1.916388888888888,1.22,-0.2825,-0.8391666666666667,0.4738888888888886,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.048980434575071,6.086473512985318,6.160474768968852,6.179805052084323,5.638128334341383,5.690094543361607,5.759705572092156,5.770996096802423,4.244140750275431,4.230766696155937,4.27607983504909,4.2805278704429295,4.012911626476766,3.6286594954256284,3.5976136407819235,3.576082479618898,0.22565892837930512,0.5275968440045915,0.5661106429204177,0.6776603671149456,3.5,6.21441899457275,6.045420357667625,4.533273934747702,4.137743724593453,0.34748887753555957
2024-04-14-08-40,340.6,335.6833333333332,330.46666666666664,331.4305555555556,1.59,1.8008333333333404,6.047916666666663,4.335833333333332,-1.9,-1.6949999999999978,1.194583333333332,1.7849999999999986,1.22,0.0625,-0.8379166666666668,0.4216666666666664,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.021981005204543,6.076922902953614,6.151795737961841,6.174917304087211,5.684463812343149,5.679973545734307,5.7563326951510785,5.7665489468544475,4.322062183791357,4.23367095159373,4.278695855082256,4.280206806194856,3.9277848816746657,3.6551164728771557,3.6151383553924257,3.5863840873889075,0.33885887836505524,0.5173580285124959,0.5363700968140848,0.6705178336822408,3.58,6.212732190597411,6.014716935403596,4.5164080096743895,4.141593232972583,0.37171424668215547
2024-04-14-08-45,340.6,336.3333333333332,330.7208333333333,331.62777777777785,1.59,1.7933333333333403,6.015833333333329,4.359444444444442,-1.9,-2.0224999999999977,0.9162499999999986,1.6536111111111098,1.22,0.295,-0.7858333333333335,0.3694444444444441,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,5.995650563984714,6.061975544739841,6.142019605237339,6.16958243845988,5.74208819765645,5.680866895870981,5.755360834264722,5.7635278457378405,4.33495694059082,4.241987910058406,4.281849156648737,4.280001677327761,3.855738092352337,3.690589163584561,3.629661120447829,3.5942582905332863,0.4439950794001213,0.5159808591265337,0.5110102257508796,0.6705421093625632,3.66,6.19577928181001,6.034825914553564,4.595951769741293,4.2724834200520005,0.26687213553210865
2024-04-14-08-50,339.5,336.8916666666665,331.2208333333333,331.7944444444445,1.61,1.7875000000000068,5.965416666666663,4.383611111111109,-2.7,-2.2933333333333312,0.6349999999999986,1.4999999999999991,1.8,0.4058333333333333,-0.6916666666666668,0.33333333333333315,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,5.97876005964015,6.044165072376282,6.131539701498479,6.163553108165745,5.7716574967830505,5.681726938746992,5.755621027508639,5.761154584433575,4.36276073733005,4.24772766170485,4.286160949746016,4.2803086349024,3.979302441655147,3.734845303579239,3.649332400057517,3.6057064193304225,0.279099720882132,0.5220806617421074,0.47877971474942493,0.64905510202826,3.74,6.185711862089688,6.072989589520447,4.655574286613975,4.216596574736407,0.20851507776732814
2024-04-14-08-55,339.5,337.2999999999998,331.7208333333333,331.9611111111111,1.61,1.7800000000000071,5.9149999999999965,4.407777777777776,-2.7,-2.332499999999998,0.3537499999999986,1.3463888888888875,1.8,0.65,-0.5975,0.29722222222222205,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.018824252457097,6.030866538824048,6.121562913166166,6.158578675875583,5.876338792073446,5.687707649884849,5.75905739850611,5.761966247236111,4.351428794315535,4.2507874434654145,4.289243414213145,4.279759620032457,3.9579929471376287,3.7655564622026594,3.6700568771131667,3.6144744330490823,1.0526319849170451,0.5220806617421074,0.5068633166312695,0.670063804805298,3.83,6.196095580097186,6.0517721902434785,4.620258886566887,4.318859247771322,0.30416280524800654
2024-04-14-09-00,339.5,338.1249999999999,332.37916666666666,332.12777777777785,1.61,1.7916666666666738,5.892083333333331,4.431944444444444,-0.7,-2.139999999999997,0.18333333333333202,1.2483333333333322,3.37,1.1116666666666666,-0.4216666666666665,0.3047222222222221,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.064008783593604,6.02469834868714,6.1132892821260665,6.153960093492831,5.886465952520294,5.700272288601003,5.762194742039447,5.7653288331692005,4.404213222059779,4.266551637807298,4.292526329400296,4.283785606673136,3.9673945972874565,3.7956518682425475,3.6800113037077704,3.627257846000883,0.7085843703733138,0.5629126039036622,0.5121179436482294,0.6605069266235277,3.91,6.185384409890405,6.105398849929573,4.644174453421907,4.477237653639637,0.14368809418152217
2024-04-14-09-05,378.5,341.8249999999998,334.65416666666664,333.37777777777785,50.46,5.826666666666673,7.915833333333333,5.813055555555554,-3.59,-2.264999999999997,-0.1537500000000014,1.0699999999999987,0.41,1.1375,-0.3016666666666666,0.22999999999999984,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.08520978196065,6.023165803933653,6.105697502250161,6.149930427731384,5.906568095921583,5.723300515330885,5.76513068364953,5.769249811974549,4.434793610602834,4.288150006008552,4.29461141429355,4.2886610485511225,3.9665627836287563,3.841523909557255,3.699312284311011,3.640018153017719,0.5074161661112225,0.5174779523365101,0.5128613184462287,0.6453620427678103,3.99,6.202577191201206,6.21033503811306,4.729861840664275,4.310682414918936,0.16387181010793772
2024-04-14-09-10,347.6,342.9499999999998,335.64166666666665,333.76944444444445,1.89,5.814166666666673,7.915833333333333,5.844999999999998,-2.89,-2.3316666666666643,-0.4616666666666681,0.91111111111111,1.89,1.2866666666666668,-0.11999999999999995,0.19638888888888875,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.107805197300767,6.030906972263631,6.099144190878775,6.14652841239605,5.929671049820519,5.750256603573377,5.768520168277326,5.773812539499312,4.446189314122176,4.308877992750586,4.2997236024933585,4.293853037749091,3.921715587160784,3.8613513476691175,3.714379516618652,3.6515327045771118,0.4847472290883451,0.47015422268411844,0.5138991234395999,0.6295874662170129,4.07,6.196655549799422,6.259172941682397,4.741620152490491,4.451052024656328,0.11591024909646919
2024-04-14-09-15,347.6,343.6583333333332,336.37916666666666,334.1611111111112,1.89,5.768333333333341,7.92208333333333,5.876944444444442,-2.89,-2.405833333333331,-0.6920833333333348,0.7522222222222209,1.89,1.419166666666667,0.019583333333333387,0.16277777777777766,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.142202899262784,6.043334947712703,6.093906055242755,6.1440818887818835,5.946417088471749,5.785200877026896,5.773327443192574,5.778840434764389,4.442235892121336,4.335188654481976,4.305289243002775,4.298935209669258,3.9818128410801723,3.9026615008970484,3.7299790806356166,3.664716624300933,0.3374554080507013,0.47167581539812864,0.5026421237008537,0.609721450192948,4.15,6.183616284117738,6.256180737431762,4.734319944761663,4.547640272307454,0.22289652868504373
2024-04-14-09-20,347.6,344.4083333333332,337.34583333333336,334.5527777777778,1.89,5.759166666666673,7.924999999999998,5.908888888888884,-2.89,-2.387499999999998,-0.9787500000000016,0.5933333333333322,1.89,1.4991666666666668,0.17833333333333334,0.12916666666666654,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.1892551376884075,6.062494733219541,6.091371790700919,6.142942371790651,5.961153595072667,5.8161565952377465,5.778155055045961,5.784277677435045,4.438272921723855,4.355301587021969,4.308347022923473,4.303907299078384,3.9599222581317024,3.917499076231117,3.7429278262457055,3.677292472276184,0.2802710969692763,0.45991105700043855,0.49301713461113406,0.5882669810832878,4.23,6.17544472923216,6.26505977027144,4.707994091365566,4.439567975372389,0.21734848558626507
2024-04-14-09-25,344.0,345.27499999999986,338.16250000000014,334.8444444444445,1.98,5.765000000000009,7.931666666666664,5.943333333333329,-0.98,-2.210833333333331,-1.1858333333333348,0.4874999999999987,0.44,1.4591666666666667,0.2766666666666667,0.05527777777777765,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.243647844927217,6.080013260816605,6.091679551851772,6.143313763333831,6.006591586215622,5.836387476994177,5.781301761934668,5.790977086526339,4.527038629327682,4.374557830264745,4.314762196307793,4.311345102587616,3.996986727928972,3.9336382165846944,3.758913401239993,3.690897888856915,0.3645951621239667,0.4615792370582218,0.5000589241211193,0.5691548471168134,4.32,6.184566871053635,6.190658131683262,4.722473035596751,4.529250254303019,0.052244389101517186
2024-04-14-09-30,344.0,345.79999999999984,338.62500000000006,335.1361111111112,1.98,5.807500000000008,7.961249999999996,5.9777777777777725,-0.98,-2.1683333333333312,-1.4091666666666682,0.3816666666666654,0.44,1.4658333333333335,0.4179166666666667,-0.018611111111111245,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.290153683610807,6.098873303683819,6.096171039753873,6.144976983729331,6.005727296556569,5.862939274814708,5.788886074603148,5.797652487571549,4.4830008930803915,4.39925782411177,4.318413925606245,4.3175596356455355,3.994193042262432,3.960193152231401,3.773370968443672,3.704425703058021,0.20295258536450134,0.4355222175020823,0.49397131760587654,0.5455526415736871,4.4,6.213881215322207,6.195580212913658,4.786789132497476,4.578769513584609,0.019197963504606008
2024-04-14-09-35,344.0,346.0833333333332,339.0875000000001,335.4277777777778,1.98,5.840000000000009,7.990833333333327,6.012222222222217,-0.98,-2.091666666666665,-1.6325000000000014,0.27583333333333204,0.44,1.4008333333333338,0.5591666666666667,-0.09250000000000014,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.287465033332909,6.118747020246973,6.102610266616143,6.1465655193948905,6.01833052462376,5.894622790671573,5.7923586670165905,5.804677978285291,4.4919020708750725,4.419904600828408,4.325335648492172,4.324021423642195,4.034404539554725,3.9619842283212314,3.795321861873431,3.719070503295023,0.4222150255733099,0.4519018922682495,0.48974936813642056,0.5280410593696946,4.48,6.255738941043406,6.275772774739282,4.814743538269294,4.552430387982322,0.09125458765162864
2024-04-14-09-40,344.0,346.3666666666664,341.0250000000001,335.76666666666665,1.98,5.8725000000000085,3.836666666666661,5.9894444444444375,-0.98,-2.0149999999999983,-1.8550000000000009,0.12472222222222093,0.44,1.335833333333334,0.6991666666666667,-0.11333333333333348,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.306647462450647,6.142469225017482,6.109696063985547,6.148686900313722,6.020543805191157,5.92262945674224,5.801301501238274,5.811764949014795,4.523894884811516,4.436723992580087,4.335197472086908,4.331371900914868,4.128417106359685,3.9787035803783155,3.8169100266277374,3.7363267637210527,0.7777966196739521,0.48848003737732393,0.5029190329449098,0.5204067436684977,4.56,6.261880407689425,6.32058671695045,4.820454171564297,4.5831349471506915,0.053064353313126755
2024-04-14-09-45,344.0,346.6499999999997,341.4916666666668,336.0305555555556,1.98,5.905000000000008,3.849166666666661,5.978888888888882,-0.98,-1.938333333333332,-1.9804166666666685,-0.03527777777777909,0.44,1.270833333333334,0.7829166666666668,-0.10027777777777794,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.317234701651557,6.169267903156385,6.115621723948111,6.151102371210353,6.017864123619267,5.945610783905807,5.813238839888396,5.818777484145077,4.56686517467962,4.456049678754154,4.3490187944062795,4.339915997350543,4.0598747395679675,3.9957149676462844,3.843152065615425,3.751679069513977,0.35481992985366384,0.4810487749151189,0.49851481702082645,0.5010230754722925,4.64,6.24963382497106,6.301459882338647,4.764831633140043,4.62243785222617,0.1002855216755334
2024-04-14-09-50,347.0,347.2749999999997,342.0833333333335,336.5722222222223,2.26,5.9591666666666745,3.873333333333328,5.963333333333327,-0.62,-1.7649999999999986,-2.029166666666669,-0.1650000000000013,0.65,1.1750000000000007,0.7904166666666668,-0.0694444444444446,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.309504565716217,6.196829945329391,6.120497508852834,6.153303116108782,6.072906579182214,5.970714874105737,5.826220906426366,5.827318976374335,4.575535302234374,4.4737808924961815,4.360754277100514,4.348700930662739,4.155140625345936,4.0103681496205175,3.87260672659988,3.7696776499118467,0.36151799959323916,0.4879169648077113,0.5049988132749093,0.48182546476885346,4.72,6.306549564820797,6.299315007510114,4.813262556545735,4.630918919043104,0.07300711651520198
2024-04-14-09-55,353.1,348.4083333333332,342.8541666666668,337.28333333333336,0.88,5.8983333333333405,3.8391666666666606,5.909444444444437,-0.21,-1.5574999999999986,-1.9450000000000007,-0.28333333333333466,0.03,1.0275000000000003,0.8387500000000001,-0.0558333333333335,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.279981332766978,6.218593035355214,6.124729787089629,6.15390628722918,6.079723237177534,5.987663577864411,5.837685613874631,5.835259458292206,4.548618470705824,4.490213365528706,4.370500404497059,4.356233397984999,4.032493043332716,4.016576490970108,3.891066476586385,3.785563415065476,0.16738745929043808,0.4141465876721607,0.46811362470713413,0.47595774031156635,4.81,6.347707989730933,6.289753818855488,4.84977954109514,4.643126912574313,-0.012490539125430855
2024-04-14-10-00,344.9,348.85833333333306,343.4916666666668,337.87222222222226,1.11,5.8566666666666745,3.824166666666661,5.880277777777772,1.07,-1.4099999999999986,-1.7750000000000012,-0.3477777777777791,0.65,0.8008333333333338,0.9562500000000002,-0.014166666666666838,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.2412481186934805,6.23336297994687,6.129030664317002,6.1533138480663325,6.055020032518729,6.001709751197614,5.850991019899309,5.842033078425496,4.52056218801577,4.4999091126917055,4.383230375249499,4.361653923830767,4.1052530020133595,4.028064691363934,3.9118582798032415,3.796029099593154,0.5654122210392616,0.4022155752276563,0.482564089565659,0.47548382084137153,4.89,6.3785247584794575,6.323308856808431,4.854600669278408,4.764104406079574,0.09128943141310564
2024-04-14-10-05,344.9,346.058333333333,343.9416666666668,338.45555555555563,1.11,1.7441666666666749,3.7854166666666607,5.858611111111107,-0.38,-1.1424999999999983,-1.7037500000000012,-0.4833333333333346,0.6,0.8166666666666672,0.9770833333333334,0.07111111111111096,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.2330375441283845,6.245681960127516,6.134423882030582,6.1523589882092775,6.027150150390442,6.0117582557366855,5.867529385533786,5.847339874345243,4.537376046488558,4.508457649015517,4.3983038275120325,4.365893492534206,4.007300392044803,4.03145949206527,3.9364917008112634,3.810028020229094,0.36260018445587705,0.39014757675637757,0.4538127645464438,0.4719567378829448,4.97,6.393905585932458,6.358729301068809,4.951421698552264,4.714677397890288,0.03741839123678736
2024-04-14-10-10,344.9,345.833333333333,344.3916666666667,339.03888888888895,1.11,1.679166666666675,3.746666666666661,5.8369444444444385,-0.38,-0.933333333333332,-1.6325000000000014,-0.6188888888888902,0.6,0.7091666666666671,0.9979166666666668,0.15638888888888874,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.218516433788663,6.254907896501507,6.142907434382568,6.151065426086353,5.9837166694366415,6.016262057371362,5.883259330472371,5.851100797975333,4.4691385244188355,4.510370083206904,4.409624037978743,4.369939096064541,4.05868288657493,4.042873433683116,3.952112390676117,3.82387748897347,0.287152684079127,0.3736813646722761,0.42191779367819726,0.46715987051715835,5.05,6.369905698934895,6.487421435538074,4.905133906540992,4.787719917908522,0.03774534630192283
2024-04-14-10-15,341.8,345.3499999999996,344.50416666666666,339.3694444444445,1.09,1.612500000000008,3.690416666666661,5.818888888888884,0.26,-0.6708333333333321,-1.5383333333333349,-0.6850000000000013,-0.42,0.5166666666666672,0.9679166666666666,0.1852777777777776,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.2045678684328,6.260104977265673,6.151719962489187,6.149305695917063,5.95301393084269,6.016811794235608,5.901006335631253,5.854488893540249,4.508304293424219,4.515875783315477,4.4255322188987245,4.375484756440343,4.0627732025558245,4.0496201304727535,3.976140815684901,3.836526097247992,0.16046987300628546,0.3589325700852415,0.41530419274168484,0.454738939162316,5.13,6.336188177927109,6.447411917367174,4.929888677816919,4.813804520180801,-0.004938102886433038
2024-04-14-10-20,341.8,344.8666666666664,344.6375,339.8527777777778,1.09,1.5458333333333414,3.6524999999999936,5.798611111111107,0.26,-0.4083333333333319,-1.3979166666666685,-0.7886111111111123,-0.42,0.3241666666666672,0.9116666666666666,0.2269444444444443,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.196355018545606,6.260696634003775,6.161595683611656,6.147813405135203,6.009665990729358,6.0208544938736654,5.918505544555707,5.859054867988525,4.497797763220166,4.5208361867735025,4.438068886897734,4.379176744206816,4.1020931179471525,4.06146770212404,3.98948338917758,3.849107784871814,0.6653485199091668,0.3910223553302319,0.42546670616533533,0.45901887485083337,5.21,6.280668815380492,6.440603653297702,4.8833218170780635,4.764458841606218,0.01725155354033525
2024-04-14-10-25,350.3,345.39166666666625,345.33333333333326,340.57222222222225,1.28,1.487500000000008,3.6262499999999935,5.783611111111107,-0.03,-0.3291666666666652,-1.2700000000000016,-0.9002777777777791,0.7,0.3458333333333338,0.9025,0.2997222222222221,1.3330000000000002,1.3330000000000002,1.3329999999999993,1.3329999999999989,6.205501795550701,6.257517796555732,6.168765528686166,6.1469589667530915,5.9925700633647345,6.019686033636091,5.9280367553151345,5.860763185835138,4.53058128289998,4.5211314079045275,4.447844619084635,4.3835519335067055,4.132560813835399,4.072765542616242,4.00320187960047,3.8635307816987394,1.0526319849170451,0.4483587572296551,0.4549689971439387,0.48282553515729776,5.3,6.242582223773304,6.406751041912134,4.904827724981394,4.843869143243494,0.12477539614073518
